CEP,Endereço,Pais
14047,"Derby, NY", USA
14048,"Dunkirk, NY", USA
14051,"East Amherst, NY", USA
14052,"East Aurora, NY", USA
14054,"East Bethany, NY", USA
14055,"East Concord, NY", USA
14056,"East Pembroke, NY", USA
14057,"Eden, NY", USA
14058,"Elba, NY", USA
14059,"Elma, NY", USA
14060,"Farmersville Station, NY", USA
14061,"Farnham, NY", USA
14062,"Forestville, NY", USA
14063,"Fredonia, NY", USA
14065,"Freedom, NY", USA
14066,"Gainesville, NY", USA
14067,"Gasport, NY", USA
14068,"Getzville, NY", USA
14069,"Glenwood, NY", USA
14070,"Gowanda, NY", USA
14072,"Grand Island, NY", USA
14075,"Hamburg, NY", USA
14080,"Holland, NY", USA
14081,"Irving, NY", USA
14082,"Java Center, NY", USA
14083,"Java Village, NY", USA
14085,"Lake View, NY", USA
14086,"Lancaster, NY", USA
14091,"Lawtons, NY", USA
14092,"Lewiston, NY", USA
14094,"Lockport, NY", USA
14095,"Lockport, NY", USA
14098,"Lyndonville, NY", USA
14101,"Machias, NY", USA
14102,"Marilla, NY", USA
14103,"Medina, NY", USA
14105,"Middleport, NY", USA
14107,"Model City, NY", USA
14108,"Newfane, NY", USA
14109,"Niagara University, NY", USA
14110,"North Boston, NY", USA
14111,"North Collins, NY", USA
14112,"North Evans, NY", USA
14113,"North Java, NY", USA
14120,"North Tonawanda, NY", USA
14125,"Oakfield, NY", USA
14126,"Olcott, NY", USA
14127,"Orchard Park, NY", USA
14129,"Perrysburg, NY", USA
14130,"Pike, NY", USA
14131,"Ransomville, NY", USA
14132,"Sanborn, NY", USA
14133,"Sandusky, NY", USA
14134,"Sardinia, NY", USA
14135,"Sheridan, NY", USA
14136,"Silver Creek, NY", USA
14138,"South Dayton, NY", USA
14139,"South Wales, NY", USA
14140,"Spring Brook, NY", USA
14141,"Springville, NY", USA
14143,"Stafford, NY", USA
14144,"Stella Niagara, NY", USA
14145,"Strykersville, NY", USA
14150,"Tonawanda, NY", USA
14151,"Tonawanda, NY", USA
14166,"Van Buren Point, NY", USA
14167,"Varysburg, NY", USA
14168,"Versailles, NY", USA
14169,"Wales Center, NY", USA
14170,"West Falls, NY", USA
14171,"West Valley, NY", USA
14172,"Wilson, NY", USA
14173,"Yorkshire, NY", USA
14174,"Youngstown, NY", USA
14201,"Buffalo, NY", USA
14202,"Buffalo, NY", USA
14203,"Buffalo, NY", USA
14204,"Buffalo, NY", USA
14205,"Buffalo, NY", USA
14206,"Buffalo, NY", USA
14207,"Buffalo, NY", USA
14208,"Buffalo, NY", USA
14209,"Buffalo, NY", USA
14210,"Buffalo, NY", USA
14211,"Buffalo, NY", USA
14212,"Buffalo, NY", USA
14213,"Buffalo, NY", USA
14214,"Buffalo, NY", USA
14215,"Buffalo, NY", USA
14216,"Buffalo, NY", USA
14217,"Buffalo, NY", USA
14218,"Buffalo, NY", USA
14219,"Buffalo, NY", USA
14220,"Buffalo, NY", USA
14221,"Buffalo, NY", USA
14222,"Buffalo, NY", USA
14223,"Buffalo, NY", USA
14224,"Buffalo, NY", USA
14225,"Buffalo, NY", USA
14226,"Buffalo, NY", USA
14227,"Buffalo, NY", USA
14228,"Buffalo, NY", USA
14231,"Buffalo, NY", USA
14233,"Buffalo, NY", USA
14240,"Buffalo, NY", USA
14241,"Buffalo, NY", USA
14260,"Buffalo, NY", USA
14261,"Buffalo, NY", USA
14263,"Buffalo, NY", USA
14264,"Buffalo, NY", USA
14265,"Buffalo, NY", USA
14267,"Buffalo, NY", USA
14269,"Buffalo, NY", USA
14270,"Buffalo, NY", USA
14272,"Buffalo, NY", USA
14273,"Buffalo, NY", USA
14276,"Buffalo, NY", USA
14280,"Buffalo, NY", USA
14301,"Niagara Falls, NY", USA
14302,"Niagara Falls, NY", USA
14303,"Niagara Falls, NY", USA
14304,"Niagara Falls, NY", USA
14305,"Niagara Falls, NY", USA
14410,"Adams Basin, NY", USA
14411,"Albion, NY", USA
14413,"Alton, NY", USA
14414,"Avon, NY", USA
14415,"Bellona, NY", USA
14416,"Bergen, NY", USA
14418,"Branchport, NY", USA
14420,"Brockport, NY", USA
14422,"Byron, NY", USA
14423,"Caledonia, NY", USA
14424,"Canandaigua, NY", USA
14425,"Farmington, NY", USA
14427,"Castile, NY", USA
14428,"Churchville, NY", USA
14429,"Clarendon, NY", USA
14430,"Clarkson, NY", USA
14432,"Clifton Springs, NY", USA
14433,"Clyde, NY", USA
14435,"Conesus, NY", USA
14437,"Dansville, NY", USA
14441,"Dresden, NY", USA
14443,"East Bloomfield, NY", USA
14445,"East Rochester, NY", USA
14449,"East Williamson, NY", USA
14450,"Fairport, NY", USA
14452,"Fancher, NY", USA
14453,"Fishers, NY", USA
14454,"Geneseo, NY", USA
14456,"Geneva, NY", USA
14461,"Gorham, NY", USA
14462,"Groveland, NY", USA
14463,"Hall, NY", USA
14464,"Hamlin, NY", USA
14466,"Hemlock, NY", USA
14467,"Henrietta, NY", USA
14468,"Hilton, NY", USA
14469,"Bloomfield, NY", USA
14470,"Holley, NY", USA
14471,"Honeoye, NY", USA
14472,"Honeoye Falls, NY", USA
14475,"Ionia, NY", USA
14476,"Kendall, NY", USA
14477,"Kent, NY", USA
14478,"Keuka Park, NY", USA
14479,"Knowlesville, NY", USA
14480,"Lakeville, NY", USA
14481,"Leicester, NY", USA
14482,"Le Roy, NY", USA
14485,"Lima, NY", USA
14486,"Linwood, NY", USA
14487,"Livonia, NY", USA
14488,"Livonia Center, NY", USA
14489,"Lyons, NY", USA
14502,"Macedon, NY", USA
14504,"Manchester, NY", USA
14505,"Marion, NY", USA
14506,"Mendon, NY", USA
14507,"Middlesex, NY", USA
14508,"Morton, NY", USA
14510,"Mount Morris, NY", USA
14511,"Mumford, NY", USA
14512,"Naples, NY", USA
14513,"Newark, NY", USA
14514,"North Chili, NY", USA
14515,"North Greece, NY", USA
14516,"North Rose, NY", USA
14517,"Nunda, NY", USA
14518,"Oaks Corners, NY", USA
14519,"Ontario, NY", USA
14520,"Ontario Center, NY", USA
14521,"Ovid, NY", USA
14522,"Palmyra, NY", USA
14525,"Pavilion, NY", USA
14526,"Penfield, NY", USA
14527,"Penn Yan, NY", USA
14529,"Perkinsville, NY", USA
14530,"Perry, NY", USA
14532,"Phelps, NY", USA
14533,"Piffard, NY", USA
14534,"Pittsford, NY", USA
14536,"Portageville, NY", USA
14537,"Port Gibson, NY", USA
14538,"Pultneyville, NY", USA
14539,"Retsof, NY", USA
14541,"Romulus, NY", USA
14542,"Rose, NY", USA
14543,"Rush, NY", USA
14544,"Rushville, NY", USA
14545,"Scottsburg, NY", USA
14546,"Scottsville, NY", USA
14547,"Seneca Castle, NY", USA
14548,"Shortsville, NY", USA
14549,"Silver Lake, NY", USA
14550,"Silver Springs, NY", USA
14551,"Sodus, NY", USA
14555,"Sodus Point, NY", USA
14556,"Sonyea, NY", USA
14557,"South Byron, NY", USA
14558,"South Lima, NY", USA
14559,"Spencerport, NY", USA
14560,"Springwater, NY", USA
14561,"Stanley, NY", USA
14563,"Union Hill, NY", USA
14564,"Victor, NY", USA
14568,"Walworth, NY", USA
14569,"Warsaw, NY", USA
14571,"Waterport, NY", USA
14572,"Wayland, NY", USA
14580,"Webster, NY", USA
14585,"West Bloomfield, NY", USA
14586,"West Henrietta, NY", USA
14588,"Willard, NY", USA
14589,"Williamson, NY", USA
14590,"Wolcott, NY", USA
14591,"Wyoming, NY", USA
14592,"York, NY", USA
14602,"Rochester, NY", USA
14603,"Rochester, NY", USA
14604,"Rochester, NY", USA
14605,"Rochester, NY", USA
14606,"Rochester, NY", USA
14607,"Rochester, NY", USA
14608,"Rochester, NY", USA
14609,"Rochester, NY", USA
14610,"Rochester, NY", USA
14611,"Rochester, NY", USA
14612,"Rochester, NY", USA
14613,"Rochester, NY", USA
14614,"Rochester, NY", USA
14615,"Rochester, NY", USA
14616,"Rochester, NY", USA
14617,"Rochester, NY", USA
14618,"Rochester, NY", USA
14619,"Rochester, NY", USA
14620,"Rochester, NY", USA
14621,"Rochester, NY", USA
14622,"Rochester, NY", USA
14623,"Rochester, NY", USA
14624,"Rochester, NY", USA
14625,"Rochester, NY", USA
14626,"Rochester, NY", USA
14627,"Rochester, NY", USA
14638,"Rochester, NY", USA
14639,"Rochester, NY", USA
14642,"Rochester, NY", USA
14643,"Rochester, NY", USA
14644,"Rochester, NY", USA
14646,"Rochester, NY", USA
14647,"Rochester, NY", USA
14649,"Rochester, NY", USA
14650,"Rochester, NY", USA
14651,"Rochester, NY", USA
14652,"Rochester, NY", USA
14653,"Rochester, NY", USA
14692,"Rochester, NY", USA
14694,"Rochester, NY", USA
14701,"Jamestown, NY", USA
14702,"Jamestown, NY", USA
14706,"Allegany, NY", USA
14707,"Allentown, NY", USA
14708,"Alma, NY", USA
14709,"Angelica, NY", USA
14711,"Belfast, NY", USA
14712,"Bemus Point, NY", USA
14714,"Black Creek, NY", USA
14715,"Bolivar, NY", USA
14716,"Brocton, NY", USA
14717,"Caneadea, NY", USA
14718,"Cassadaga, NY", USA
14719,"Cattaraugus, NY", USA
14720,"Celoron, NY", USA
14721,"Ceres, NY", USA
14722,"Chautauqua, NY", USA
14723,"Cherry Creek, NY", USA
14724,"Clymer, NY", USA
14726,"Conewango Valley, NY", USA
14727,"Cuba, NY", USA
14728,"Dewittville, NY", USA
14729,"East Otto, NY", USA
14730,"East Randolph, NY", USA
14731,"Ellicottville, NY", USA
14732,"Ellington, NY", USA
14733,"Falconer, NY", USA
14735,"Fillmore, NY", USA
14736,"Findley Lake, NY", USA
14737,"Franklinville, NY", USA
14738,"Frewsburg, NY", USA
14739,"Friendship, NY", USA
14740,"Gerry, NY", USA
14741,"Great Valley, NY", USA
14742,"Greenhurst, NY", USA
14743,"Hinsdale, NY", USA
14744,"Houghton, NY", USA
14745,"Hume, NY", USA
14747,"Kennedy, NY", USA
14748,"Kill Buck, NY", USA
14750,"Lakewood, NY", USA
14751,"Leon, NY", USA
14752,"Lily Dale, NY", USA
14753,"Limestone, NY", USA
14754,"Little Genesee, NY", USA
14755,"Little Valley, NY", USA
14756,"Maple Springs, NY", USA
14757,"Mayville, NY", USA
14758,"Niobe, NY", USA
14760,"Olean, NY", USA
14766,"Otto, NY", USA
14767,"Panama, NY", USA
14769,"Portland, NY", USA
14772,"Randolph, NY", USA
14774,"Richburg, NY", USA
14775,"Ripley, NY", USA
14777,"Rushford, NY", USA
14778,"Saint Bonaventure, NY", USA
14779,"Salamanca, NY", USA
14781,"Sherman, NY", USA
14782,"Sinclairville, NY", USA
14783,"Steamburg, NY", USA
14784,"Stockton, NY", USA
14785,"Stow, NY", USA
14786,"West Clarksville, NY", USA
14787,"Westfield, NY", USA
14788,"Westons Mills, NY", USA
14801,"Addison, NY", USA
14802,"Alfred, NY", USA
14803,"Alfred Station, NY", USA
14804,"Almond, NY", USA
14805,"Alpine, NY", USA
14806,"Andover, NY", USA
14807,"Arkport, NY", USA
14808,"Atlanta, NY", USA
14809,"Avoca, NY", USA
14810,"Bath, NY", USA
14812,"Beaver Dams, NY", USA
14813,"Belmont, NY", USA
14814,"Big Flats, NY", USA
14815,"Bradford, NY", USA
14816,"Breesport, NY", USA
14817,"Brooktondale, NY", USA
14818,"Burdett, NY", USA
14819,"Cameron, NY", USA
14820,"Cameron Mills, NY", USA
14821,"Campbell, NY", USA
14822,"Canaseraga, NY", USA
14823,"Canisteo, NY", USA
14824,"Cayuta, NY", USA
14825,"Chemung, NY", USA
14826,"Cohocton, NY", USA
14827,"Coopers Plains, NY", USA
14830,"Corning, NY", USA
14831,"Corning, NY", USA
14836,"Dalton, NY", USA
14837,"Dundee, NY", USA
14838,"Erin, NY", USA
14839,"Greenwood, NY", USA
14840,"Hammondsport, NY", USA
14841,"Hector, NY", USA
14842,"Himrod, NY", USA
14843,"Hornell, NY", USA
14845,"Horseheads, NY", USA
14846,"Hunt, NY", USA
14847,"Interlaken, NY", USA
14850,"Ithaca, NY", USA
14851,"Ithaca, NY", USA
14852,"Ithaca, NY", USA
14853,"Ithaca, NY", USA
14854,"Jacksonville, NY", USA
14855,"Jasper, NY", USA
14856,"Kanona, NY", USA
14857,"Lakemont, NY", USA
14858,"Lindley, NY", USA
14859,"Lockwood, NY", USA
14860,"Lodi, NY", USA
14861,"Lowman, NY", USA
14863,"Mecklenburg, NY", USA
14864,"Millport, NY", USA
14865,"Montour Falls, NY", USA
14867,"Newfield, NY", USA
14869,"Odessa, NY", USA
14870,"Painted Post, NY", USA
14871,"Pine City, NY", USA
14872,"Pine Valley, NY", USA
14873,"Prattsburgh, NY", USA
14874,"Pulteney, NY", USA
14876,"Reading Center, NY", USA
14877,"Rexville, NY", USA
14878,"Rock Stream, NY", USA
14879,"Savona, NY", USA
14880,"Scio, NY", USA
14881,"Slaterville Springs, NY", USA
14882,"Lansing, NY", USA
14883,"Spencer, NY", USA
14884,"Swain, NY", USA
14885,"Troupsburg, NY", USA
14886,"Trumansburg, NY", USA
14887,"Tyrone, NY", USA
14889,"Van Etten, NY", USA
14891,"Watkins Glen, NY", USA
14892,"Waverly, NY", USA
14893,"Wayne, NY", USA
14894,"Wellsburg, NY", USA
14895,"Wellsville, NY", USA
14897,"Whitesville, NY", USA
14898,"Woodhull, NY", USA
14901,"Elmira, NY", USA
14902,"Elmira, NY", USA
14903,"Elmira, NY", USA
14904,"Elmira, NY", USA
14905,"Elmira, NY", USA
14925,"Elmira, NY", USA
91308,"West Hills, CA", USA
91309,"Canoga Park, CA", USA
91310,"Castaic, CA", USA
91311,"Chatsworth, CA", USA
91313,"Chatsworth, CA", USA
91316,"Encino, CA", USA
91319,"Newbury Park, CA", USA
91320,"Newbury Park, CA", USA
91321,"Newhall, CA", USA
91322,"Newhall, CA", USA
91324,"Northridge, CA", USA
91325,"Northridge, CA", USA
91326,"Porter Ranch, CA", USA
91327,"Northridge, CA", USA
91328,"Northridge, CA", USA
91329,"Northridge, CA", USA
91330,"Northridge, CA", USA
91331,"Pacoima, CA", USA
91333,"Pacoima, CA", USA
91334,"Pacoima, CA", USA
91335,"Reseda, CA", USA
91337,"Reseda, CA", USA
91340,"San Fernando, CA", USA
91341,"San Fernando, CA", USA
91342,"Sylmar, CA", USA
91343,"North Hills, CA", USA
91344,"Granada Hills, CA", USA
91345,"Mission Hills, CA", USA
91346,"Mission Hills, CA", USA
91350,"Santa Clarita, CA", USA
91351,"Canyon Country, CA", USA
91352,"Sun Valley, CA", USA
91353,"Sun Valley, CA", USA
91354,"Valencia, CA", USA
91355,"Valencia, CA", USA
91356,"Tarzana, CA", USA
91357,"Tarzana, CA", USA
91358,"Thousand Oaks, CA", USA
91359,"Westlake Village, CA", USA
91360,"Thousand Oaks, CA", USA
91361,"Westlake Village, CA", USA
91362,"Thousand Oaks, CA", USA
91363,"Westlake Village, CA", USA
91364,"Woodland Hills, CA", USA
91365,"Woodland Hills, CA", USA
91367,"Woodland Hills, CA", USA
91371,"Woodland Hills, CA", USA
91372,"Calabasas, CA", USA
91376,"Agoura Hills, CA", USA
91377,"Oak Park, CA", USA
91380,"Santa Clarita, CA", USA
91381,"Stevenson Ranch, CA", USA
91382,"Santa Clarita, CA", USA
91383,"Santa Clarita, CA", USA
91384,"Castaic, CA", USA
91385,"Valencia, CA", USA
91386,"Canyon Country, CA", USA
91387,"Canyon Country, CA", USA
91390,"Santa Clarita, CA", USA
91392,"Sylmar, CA", USA
91393,"North Hills, CA", USA
91394,"Granada Hills, CA", USA
91395,"Mission Hills, CA", USA
91396,"Winnetka, CA", USA
91399,"Woodland Hills, CA", USA
91401,"Van Nuys, CA", USA
91402,"Panorama City, CA", USA
91403,"Sherman Oaks, CA", USA
91404,"Van Nuys, CA", USA
91405,"Van Nuys, CA", USA
91406,"Van Nuys, CA", USA
91407,"Van Nuys, CA", USA
91408,"Van Nuys, CA", USA
91409,"Van Nuys, CA", USA
91410,"Van Nuys, CA", USA
91411,"Van Nuys, CA", USA
91412,"Panorama City, CA", USA
91413,"Sherman Oaks, CA", USA
91416,"Encino, CA", USA
91423,"Sherman Oaks, CA", USA
91426,"Encino, CA", USA
91436,"Encino, CA", USA
91470,"Van Nuys, CA", USA
91482,"Van Nuys, CA", USA
91495,"Sherman Oaks, CA", USA
91496,"Van Nuys, CA", USA
91499,"Van Nuys, CA", USA
91501,"Burbank, CA", USA
91502,"Burbank, CA", USA
91503,"Burbank, CA", USA
91504,"Burbank, CA", USA
91505,"Burbank, CA", USA
91506,"Burbank, CA", USA
91507,"Burbank, CA", USA
91508,"Burbank, CA", USA
91510,"Burbank, CA", USA
91521,"Burbank, CA", USA
91522,"Burbank, CA", USA
91523,"Burbank, CA", USA
91526,"Burbank, CA", USA
91601,"North Hollywood, CA", USA
91602,"North Hollywood, CA", USA
91603,"North Hollywood, CA", USA
91604,"Studio City, CA", USA
91605,"North Hollywood, CA", USA
91606,"North Hollywood, CA", USA
91607,"Valley Village, CA", USA
91608,"Universal City, CA", USA
91609,"North Hollywood, CA", USA
91610,"Toluca Lake, CA", USA
91611,"North Hollywood, CA", USA
91612,"North Hollywood, CA", USA
91614,"Studio City, CA", USA
91615,"North Hollywood, CA", USA
91616,"North Hollywood, CA", USA
91617,"Valley Village, CA", USA
91618,"North Hollywood, CA", USA
91701,"Rancho Cucamonga, CA", USA
91702,"Azusa, CA", USA
91706,"Baldwin Park, CA", USA
91708,"Chino, CA", USA
91709,"Chino Hills, CA", USA
91710,"Chino, CA", USA
91711,"Claremont, CA", USA
91714,"City of Industry, CA", USA
91715,"City of Industry, CA", USA
91716,"City of Industry, CA", USA
91722,"Covina, CA", USA
91723,"Covina, CA", USA
91724,"Covina, CA", USA
91729,"Rancho Cucamonga, CA", USA
91730,"Rancho Cucamonga, CA", USA
91731,"El Monte, CA", USA
91732,"El Monte, CA", USA
91733,"South El Monte, CA", USA
91734,"El Monte, CA", USA
91735,"El Monte, CA", USA
91737,"Rancho Cucamonga, CA", USA
91739,"Rancho Cucamonga, CA", USA
91740,"Glendora, CA", USA
91741,"Glendora, CA", USA
91743,"Guasti, CA", USA
91744,"La Puente, CA", USA
91745,"Hacienda Heights, CA", USA
91746,"La Puente, CA", USA
91747,"La Puente, CA", USA
91748,"Rowland Heights, CA", USA
91749,"La Puente, CA", USA
91750,"La Verne, CA", USA
91752,"Mira Loma, CA", USA
91754,"Monterey Park, CA", USA
91755,"Monterey Park, CA", USA
91756,"Monterey Park, CA", USA
91758,"Ontario, CA", USA
91759,"Mt Baldy, CA", USA
91761,"Ontario, CA", USA
91762,"Ontario, CA", USA
91763,"Montclair, CA", USA
91764,"Ontario, CA", USA
91765,"Diamond Bar, CA", USA
91766,"Pomona, CA", USA
91767,"Pomona, CA", USA
91768,"Pomona, CA", USA
91769,"Pomona, CA", USA
91770,"Rosemead, CA", USA
91771,"Rosemead, CA", USA
91772,"Rosemead, CA", USA
91773,"San Dimas, CA", USA
91775,"San Gabriel, CA", USA
91776,"San Gabriel, CA", USA
91778,"San Gabriel, CA", USA
91780,"Temple City, CA", USA
91784,"Upland, CA", USA
91785,"Upland, CA", USA
91786,"Upland, CA", USA
91788,"Walnut, CA", USA
91789,"Walnut, CA", USA
91790,"West Covina, CA", USA
91791,"West Covina, CA", USA
91792,"West Covina, CA", USA
91793,"West Covina, CA", USA
91795,"Walnut, CA", USA
91799,"Pomona, CA", USA
91801,"Alhambra, CA", USA
91802,"Alhambra, CA", USA
91803,"Alhambra, CA", USA
91804,"Alhambra, CA", USA
91896,"Alhambra, CA", USA
91899,"Alhambra, CA", USA
91901,"Alpine, CA", USA
91902,"Bonita, CA", USA
91903,"Alpine, CA", USA
91905,"Boulevard, CA", USA
91906,"Campo, CA", USA
91908,"Bonita, CA", USA
91909,"Chula Vista, CA", USA
91910,"Chula Vista, CA", USA
91911,"Chula Vista, CA", USA
91912,"Chula Vista, CA", USA
91913,"Chula Vista, CA", USA
91914,"Chula Vista, CA", USA
91915,"Chula Vista, CA", USA
91916,"Descanso, CA", USA
91917,"Dulzura, CA", USA
91921,"Chula Vista, CA", USA
91931,"Guatay, CA", USA
91932,"Imperial Beach, CA", USA
91933,"Imperial Beach, CA", USA
91934,"Jacumba, CA", USA
91935,"Jamul, CA", USA
91941,"La Mesa, CA", USA
91942,"La Mesa, CA", USA
91943,"La Mesa, CA", USA
91944,"La Mesa, CA", USA
91945,"Lemon Grove, CA", USA
91946,"Lemon Grove, CA", USA
91947,"Lincoln Acres, CA", USA
91948,"Mount Laguna, CA", USA
91950,"National City, CA", USA
91951,"National City, CA", USA
91962,"Pine Valley, CA", USA
91963,"Potrero, CA", USA
91976,"Spring Valley, CA", USA
91977,"Spring Valley, CA", USA
91978,"Spring Valley, CA", USA
91979,"Spring Valley, CA", USA
91980,"Tecate, CA", USA
91987,"Tecate, CA", USA
91990,"Potrero, CA", USA
92003,"Bonsall, CA", USA
92004,"Borrego Springs, CA", USA
92007,"Cardiff By The Sea, CA", USA
92008,"Carlsbad, CA", USA
92009,"Carlsbad, CA", USA
92010,"Carlsbad, CA", USA
92011,"Carlsbad, CA", USA
92013,"Carlsbad, CA", USA
92014,"Del Mar, CA", USA
92018,"Carlsbad, CA", USA
92019,"El Cajon, CA", USA
92020,"El Cajon, CA", USA
92021,"El Cajon, CA", USA
92022,"El Cajon, CA", USA
92023,"Encinitas, CA", USA
92024,"Encinitas, CA", USA
92025,"Escondido, CA", USA
92026,"Escondido, CA", USA
92027,"Escondido, CA", USA
92028,"Fallbrook, CA", USA
92029,"Escondido, CA", USA
92030,"Escondido, CA", USA
92033,"Escondido, CA", USA
92036,"Julian, CA", USA
92037,"La Jolla, CA", USA
92038,"La Jolla, CA", USA
92039,"La Jolla, CA", USA
92040,"Lakeside, CA", USA
92046,"Escondido, CA", USA
92049,"Oceanside, CA", USA
92051,"Oceanside, CA", USA
92052,"Oceanside, CA", USA
92054,"Oceanside, CA", USA
92055,"Camp Pendleton, CA", USA
92056,"Oceanside, CA", USA
92057,"Oceanside, CA", USA
92058,"Oceanside, CA", USA
92059,"Pala, CA", USA
92060,"Palomar Mountain, CA", USA
92061,"Pauma Valley, CA", USA
92064,"Poway, CA", USA
92065,"Ramona, CA", USA
92066,"Ranchita, CA", USA
92067,"Rancho Santa Fe, CA", USA
92068,"San Luis Rey, CA", USA
92069,"San Marcos, CA", USA
92070,"Santa Ysabel, CA", USA
92071,"Santee, CA", USA
92072,"Santee, CA", USA
92074,"Poway, CA", USA
92075,"Solana Beach, CA", USA
92078,"San Marcos, CA", USA
92079,"San Marcos, CA", USA
92081,"Vista, CA", USA
92082,"Valley Center, CA", USA
92083,"Vista, CA", USA
92084,"Vista, CA", USA
92085,"Vista, CA", USA
92086,"Warner Springs, CA", USA
92088,"Fallbrook, CA", USA
92090,"El Cajon, CA", USA
92091,"Rancho Santa Fe, CA", USA
92092,"La Jolla, CA", USA
92093,"La Jolla, CA", USA
92096,"San Marcos, CA", USA
92101,"San Diego, CA", USA
92102,"San Diego, CA", USA
92103,"San Diego, CA", USA
92104,"San Diego, CA", USA
92105,"San Diego, CA", USA
92106,"San Diego, CA", USA
92107,"San Diego, CA", USA
92108,"San Diego, CA", USA
92109,"San Diego, CA", USA
92110,"San Diego, CA", USA
92111,"San Diego, CA", USA
92112,"San Diego, CA", USA
92113,"San Diego, CA", USA
92114,"San Diego, CA", USA
92115,"San Diego, CA", USA
92116,"San Diego, CA", USA
92117,"San Diego, CA", USA
92118,"Coronado, CA", USA
92119,"San Diego, CA", USA
92120,"San Diego, CA", USA
92121,"San Diego, CA", USA
92122,"San Diego, CA", USA
92123,"San Diego, CA", USA
92124,"San Diego, CA", USA
92126,"San Diego, CA", USA
92127,"San Diego, CA", USA
92128,"San Diego, CA", USA
92129,"San Diego, CA", USA
92130,"San Diego, CA", USA
92131,"San Diego, CA", USA
92132,"San Diego, CA", USA
92134,"San Diego, CA", USA
92135,"San Diego, CA", USA
92136,"San Diego, CA", USA
92137,"San Diego, CA", USA
92138,"San Diego, CA", USA
92139,"San Diego, CA", USA
92140,"San Diego, CA", USA
92142,"San Diego, CA", USA
92143,"San Ysidro, CA", USA
92145,"San Diego, CA", USA
92147,"San Diego, CA", USA
92149,"San Diego, CA", USA
92150,"San Diego, CA", USA
92152,"San Diego, CA", USA
92153,"San Diego, CA", USA
92154,"San Diego, CA", USA
92155,"San Diego, CA", USA
92158,"San Diego, CA", USA
92159,"San Diego, CA", USA
92160,"San Diego, CA", USA
92161,"San Diego, CA", USA
92162,"San Diego, CA", USA
92163,"San Diego, CA", USA
92164,"San Diego, CA", USA
92165,"San Diego, CA", USA
92166,"San Diego, CA", USA
92167,"San Diego, CA", USA
92168,"San Diego, CA", USA
92169,"San Diego, CA", USA
92170,"San Diego, CA", USA
92171,"San Diego, CA", USA
92172,"San Diego, CA", USA
92173,"San Ysidro, CA", USA
92174,"San Diego, CA", USA
92175,"San Diego, CA", USA
92176,"San Diego, CA", USA
92177,"San Diego, CA", USA
92178,"Coronado, CA", USA
92179,"San Diego, CA", USA
92182,"San Diego, CA", USA
92186,"San Diego, CA", USA
92187,"San Diego, CA", USA
92190,"San Diego, CA", USA
92191,"San Diego, CA", USA
92192,"San Diego, CA", USA
92193,"San Diego, CA", USA
92195,"San Diego, CA", USA
92196,"San Diego, CA", USA
92197,"San Diego, CA", USA
92198,"San Diego, CA", USA
92199,"San Diego, CA", USA
92201,"Indio, CA", USA
92202,"Indio, CA", USA
92203,"Indio, CA", USA
92210,"Indian Wells, CA", USA
92211,"Palm Desert, CA", USA
92220,"Banning, CA", USA
92222,"Bard, CA", USA
92223,"Beaumont, CA", USA
92225,"Blythe, CA", USA
92226,"Blythe, CA", USA
92227,"Brawley, CA", USA
92230,"Cabazon, CA", USA
92231,"Calexico, CA", USA
92232,"Calexico, CA", USA
92233,"Calipatria, CA", USA
92234,"Cathedral City, CA", USA
92235,"Cathedral City, CA", USA
92236,"Coachella, CA", USA
92239,"Desert Center, CA", USA
92240,"Desert Hot Springs, CA", USA
92241,"Desert Hot Springs, CA", USA
92242,"Earp, CA", USA
92243,"El Centro, CA", USA
92244,"El Centro, CA", USA
92247,"La Quinta, CA", USA
92248,"La Quinta, CA", USA
92249,"Heber, CA", USA
92250,"Holtville, CA", USA
92251,"Imperial, CA", USA
92252,"Joshua Tree, CA", USA
92253,"La Quinta, CA", USA
92254,"Mecca, CA", USA
92255,"Palm Desert, CA", USA
92256,"Morongo Valley, CA", USA
92257,"Niland, CA", USA
92258,"North Palm Springs, CA", USA
92259,"Ocotillo, CA", USA
92260,"Palm Desert, CA", USA
92261,"Palm Desert, CA", USA
92262,"Palm Springs, CA", USA
92263,"Palm Springs, CA", USA
92264,"Palm Springs, CA", USA
92266,"Palo Verde, CA", USA
92267,"Parker Dam, CA", USA
92268,"Pioneertown, CA", USA
92270,"Rancho Mirage, CA", USA
92273,"Seeley, CA", USA
92274,"Thermal, CA", USA
92275,"Salton City, CA", USA
92276,"Thousand Palms, CA", USA
92277,"Twentynine Palms, CA", USA
92278,"Twentynine Palms, CA", USA
92280,"Vidal, CA", USA
92281,"Westmorland, CA", USA
92282,"Whitewater, CA", USA
92283,"Winterhaven, CA", USA
92284,"Yucca Valley, CA", USA
92285,"Landers, CA", USA
92286,"Yucca Valley, CA", USA
92301,"Adelanto, CA", USA
92304,"Amboy, CA", USA
92305,"Angelus Oaks, CA", USA
92307,"Apple Valley, CA", USA
92308,"Apple Valley, CA", USA
92309,"Baker, CA", USA
92310,"Fort Irwin, CA", USA
92311,"Barstow, CA", USA
92312,"Barstow, CA", USA
92313,"Grand Terrace, CA", USA
92314,"Big Bear City, CA", USA
92315,"Big Bear Lake, CA", USA
92316,"Bloomington, CA", USA
92317,"Blue Jay, CA", USA
92318,"Bryn Mawr, CA", USA
92320,"Calimesa, CA", USA
